,id,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,lang,retweet_count,favorite_count,longitude,latitude,place_id,place_full_name,place_name,place_type,place_country_code,place_country,place_contained_within,place_attributes,place_bounding_box,source_url,truncated,entities,extended_entities,handle
5214,711085025857372161,"""@WesleyRickard: Sheriff Joe Arpaio AZ Endorses Donald J Trump for President of the United States #AZ #UT  https://t.co/4FzcTZIGqE""",False,,2016-03-19T07:00:56,,,,False,en,4530,15391,,,,,,,,,,,,http://twitter.com/download/android,False,"{'media': [{'display_url': 'pic.twitter.com/4FzcTZIGqE', 'sizes': {'large': {'h': 423, 'resize': 'fit', 'w': 306}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 423, 'resize': 'fit', 'w': 306}, 'small': {'h': 423, 'resize': 'fit', 'w': 306}}, 'expanded_url': 'http://twitter.com/WesleyRickard/status/710156998340419585/photo/1', 'indices': [107, 130], 'id': 710156997094723584, 'url': 'https://t.co/4FzcTZIGqE', 'source_status_id_str': '710156998340419585', 'source_user_id_str': '699344605888782341', 'source_status_id': 710156998340419585, 'id_str': '710156997094723584', 'source_user_id': 699344605888782341, 'media_url_https': 'https://pbs.twimg.com/media/Cdr8BrqW0AA1feF.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Cdr8BrqW0AA1feF.jpg'}], 'user_mentions': [{'id_str': '699344605888782341', 'name': 'Coffee Break News', 'id': 699344605888782341, 'screen_name': 'WesleyRickard', 'indices': [1, 15]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'AZ', 'indices': [98, 101]}, {'text': 'UT', 'indices': [102, 105]}]}","{'media': [{'display_url': 'pic.twitter.com/4FzcTZIGqE', 'sizes': {'large': {'h': 423, 'resize': 'fit', 'w': 306}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 423, 'resize': 'fit', 'w': 306}, 'small': {'h': 423, 'resize': 'fit', 'w': 306}}, 'expanded_url': 'http://twitter.com/WesleyRickard/status/710156998340419585/photo/1', 'indices': [107, 130], 'id': 710156997094723584, 'url': 'https://t.co/4FzcTZIGqE', 'source_status_id_str': '710156998340419585', 'source_user_id_str': '699344605888782341', 'source_status_id': 710156998340419585, 'id_str': '710156997094723584', 'source_user_id': 699344605888782341, 'media_url_https': 'https://pbs.twimg.com/media/Cdr8BrqW0AA1feF.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Cdr8BrqW0AA1feF.jpg'}]}",realDonaldTrump
4264,731805331425218560,"""@TakingIt_Back:  @nytimes keep shining....the ppl will not let the media dim your light...we no longer believe them! #Trump2016"" Thanks.",False,,2016-05-15T11:16:01,,,,False,en,3484,11099,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '919289756', 'name': 'TakingItBack', 'id': 919289756, 'screen_name': 'TakingIt_Back', 'indices': [1, 15]}, {'id_str': '807095', 'name': 'The New York Times', 'id': 807095, 'screen_name': 'nytimes', 'indices': [18, 26]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'Trump2016', 'indices': [118, 128]}]}",,realDonaldTrump
926,771374345281232896,We're fighting for the middle-class workers who make America great. Follow along as VP Biden is back in Ohio today. https://t.co/lJUMetkav0,True,JoeBiden,2016-09-01T15:49:10,,,,False,en,936,3100,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '939091', 'name': 'Joe Biden', 'id': 939091, 'screen_name': 'JoeBiden', 'indices': [3, 12]}], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
2282,757601757312716805,"""Americans aren’t just choosing a president, we’re also choosing a Commander-in-Chief."" —Hillary to the @VFWHQ",False,,2016-07-25T15:41:49,,,,False,en,733,2462,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '22650398', 'name': 'VFW National HQ', 'id': 22650398, 'screen_name': 'VFWHQ', 'indices': [104, 110]}], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
3176,747137246642442240,Happy #NYCPride! https://t.co/ZV75RMBiM2,False,,2016-06-26T18:39:35,,,,False,en,4812,15834,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/ZV75RMBiM2', 'expanded_url': 'http://twitter.com/HillaryClinton/status/747137246642442240/photo/1', 'sizes': {'large': {'h': 1040, 'resize': 'fit', 'w': 1287}, 'medium': {'h': 970, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 549, 'resize': 'fit', 'w': 680}}, 'id_str': '747137031302692864', 'indices': [17, 40], 'id': 747137031302692864, 'url': 'https://t.co/ZV75RMBiM2', 'media_url_https': 'https://pbs.twimg.com/media/Cl5dK-VWQAAAsBX.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Cl5dK-VWQAAAsBX.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'NYCPride', 'indices': [6, 15]}]}","{'media': [{'display_url': 'pic.twitter.com/ZV75RMBiM2', 'expanded_url': 'http://twitter.com/HillaryClinton/status/747137246642442240/photo/1', 'sizes': {'large': {'h': 1040, 'resize': 'fit', 'w': 1287}, 'medium': {'h': 970, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 549, 'resize': 'fit', 'w': 680}}, 'id_str': '747137031302692864', 'indices': [17, 40], 'id': 747137031302692864, 'url': 'https://t.co/ZV75RMBiM2', 'media_url_https': 'https://pbs.twimg.com/media/Cl5dK-VWQAAAsBX.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Cl5dK-VWQAAAsBX.jpg'}]}",HillaryClinton
3877,737778668785766404,I will be interviewed on @seanhannity tonight at 10pmE on @FoxNews. Enjoy!,False,,2016-05-31T22:51:56,,,,False,en,2385,9341,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '41634520', 'name': 'Sean Hannity', 'id': 41634520, 'screen_name': 'seanhannity', 'indices': [25, 37]}, {'id_str': '1367531', 'name': 'Fox News', 'id': 1367531, 'screen_name': 'FoxNews', 'indices': [58, 66]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
1616,761645187986620416,'Win-lose deal that benefits Iran and hurts United States'... https://t.co/zqpeNCouXc,True,DRUDGE_REPORT,2016-08-05T19:28:58,,,,False,en,5100,9219,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '14669951', 'name': 'DRUDGE REPORT', 'id': 14669951, 'screen_name': 'DRUDGE_REPORT', 'indices': [3, 17]}], 'symbols': [], 'urls': [{'display_url': 'drudge.tw/2aGJGhD', 'expanded_url': 'http://drudge.tw/2aGJGhD', 'indices': [81, 104], 'url': 'https://t.co/zqpeNCouXc'}], 'hashtags': []}",,realDonaldTrump
3389,744218749822083072,"Join me in Phoenix, Arizona today at 4pm! #Trump2016 #AmericaFirst https://t.co/PVB6QX7VpK https://t.co/hSaIurAfvD",False,,2016-06-18T17:22:31,,,,False,en,2780,9780,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/hSaIurAfvD', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/744218749822083072/photo/1', 'sizes': {'medium': {'h': 398, 'resize': 'fit', 'w': 1007}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 398, 'resize': 'fit', 'w': 1007}, 'small': {'h': 269, 'resize': 'fit', 'w': 680}}, 'id_str': '744218736073154560', 'indices': [91, 114], 'id': 744218736073154560, 'url': 'https://t.co/hSaIurAfvD', 'media_url_https': 'https://pbs.twimg.com/media/ClP-_1bUoAAyvE0.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/ClP-_1bUoAAyvE0.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'donaldjtrump.com/schedule/regis…', 'expanded_url': 'https://www.donaldjtrump.com/schedule/register/phoenix-az/', 'indices': [67, 90], 'url': 'https://t.co/PVB6QX7VpK'}], 'hashtags': [{'text': 'Trump2016', 'indices': [42, 52]}, {'text': 'AmericaFirst', 'indices': [53, 66]}]}","{'media': [{'display_url': 'pic.twitter.com/hSaIurAfvD', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/744218749822083072/photo/1', 'sizes': {'medium': {'h': 398, 'resize': 'fit', 'w': 1007}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 398, 'resize': 'fit', 'w': 1007}, 'small': {'h': 269, 'resize': 'fit', 'w': 680}}, 'id_str': '744218736073154560', 'indices': [91, 114], 'id': 744218736073154560, 'url': 'https://t.co/hSaIurAfvD', 'media_url_https': 'https://pbs.twimg.com/media/ClP-_1bUoAAyvE0.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/ClP-_1bUoAAyvE0.jpg'}]}",realDonaldTrump
5454,705611414128500736,"The Better Business Bureau report, with an A rating for Trump University. #GOPDebate https://t.co/ldJ5EFp3HM https://t.co/1K9u09CFQQ",False,,2016-03-04T04:30:45,,,,False,en,8545,18599,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/1K9u09CFQQ', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/705611414128500736/photo/1', 'sizes': {'large': {'h': 1449, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 849, 'resize': 'fit', 'w': 600}, 'small': {'h': 481, 'resize': 'fit', 'w': 340}}, 'id_str': '705611403135209473', 'indices': [109, 132], 'id': 705611403135209473, 'url': 'https://t.co/1K9u09CFQQ', 'media_url_https': 'https://pbs.twimg.com/media/CcrV1SlW0AE2FBu.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CcrV1SlW0AE2FBu.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'facebook.com/DonaldTrump/po…', 'expanded_url': 'https://www.facebook.com/DonaldTrump/posts/10156715088630725:0', 'indices': [85, 108], 'url': 'https://t.co/ldJ5EFp3HM'}], 'hashtags': [{'text': 'GOPDebate', 'indices': [74, 84]}]}","{'media': [{'display_url': 'pic.twitter.com/1K9u09CFQQ', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/705611414128500736/photo/1', 'sizes': {'large': {'h': 1449, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 849, 'resize': 'fit', 'w': 600}, 'small': {'h': 481, 'resize': 'fit', 'w': 340}}, 'id_str': '705611403135209473', 'indices': [109, 132], 'id': 705611403135209473, 'url': 'https://t.co/1K9u09CFQQ', 'media_url_https': 'https://pbs.twimg.com/media/CcrV1SlW0AE2FBu.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CcrV1SlW0AE2FBu.jpg'}]}",realDonaldTrump
4796,723526822424678400,I met Prince on numerous occasions. He was an amazing talent and wonderful guy. He will be greatly missed!,False,,2016-04-22T15:00:11,,,,False,en,6844,26353,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
2735,753346879707049984,BREAKING: Former Bernie Sanders supporter Braddock Mayor @JohnFetterman endorses @HillaryClinton. https://t.co/XEDjjvhnmY,True,HillaryforPA,2016-07-13T21:54:27,,,,False,en,1368,2685,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/XEDjjvhnmY', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 576, 'resize': 'fit', 'w': 1024}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'expanded_url': 'http://twitter.com/HillaryforPA/status/753244547220549632/video/1', 'indices': [116, 139], 'id': 753241872294776832, 'url': 'https://t.co/XEDjjvhnmY', 'source_status_id_str': '753244547220549632', 'source_user_id_str': '3061615740', 'source_status_id': 753244547220549632, 'id_str': '753241872294776832', 'source_user_id': 3061615740, 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/753241872294776832/pu/img/_NcovsD8sH4xedV6.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/753241872294776832/pu/img/_NcovsD8sH4xedV6.jpg'}], 'user_mentions': [{'id_str': '3061615740', 'name': 'Hillary for PA', 'id': 3061615740, 'screen_name': 'HillaryforPA', 'indices': [3, 16]}, {'id_str': '3622368202', 'name': 'John Fetterman', 'id': 3622368202, 'screen_name': 'JohnFetterman', 'indices': [75, 89]}, {'id_str': '1339835893', 'name': 'Hillary Clinton', 'id': 1339835893, 'screen_name': 'HillaryClinton', 'indices': [99, 114]}], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/XEDjjvhnmY', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 576, 'resize': 'fit', 'w': 1024}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'expanded_url': 'http://twitter.com/HillaryforPA/status/753244547220549632/video/1', 'indices': [116, 139], 'id': 753241872294776832, 'url': 'https://t.co/XEDjjvhnmY', 'video_info': {'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/753241872294776832/pu/vid/640x360/OkNWB9-h_hC7Heoi.mp4'}, {'content_type': 'application/dash+xml', 'url': 'https://video.twimg.com/ext_tw_video/753241872294776832/pu/pl/MH-z6vqMpknDIkBj.mpd'}, {'bitrate': 2176000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/753241872294776832/pu/vid/1280x720/K7NsljQqjaC1lu8D.mp4'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/753241872294776832/pu/pl/MH-z6vqMpknDIkBj.m3u8'}, {'bitrate': 320000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/753241872294776832/pu/vid/320x180/xcuUTm4v_0j4C1vo.mp4'}], 'aspect_ratio': [16, 9], 'duration_millis': 45000}, 'source_status_id_str': '753244547220549632', 'source_user_id_str': '3061615740', 'source_status_id': 753244547220549632, 'id_str': '753241872294776832', 'source_user_id': 3061615740, 'additional_media_info': {'monetizable': False, 'source_user': {'profile_text_color': '000000', 'is_translator': False, 'listed_count': 98, 'contributors_enabled': False, 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'screen_name': 'HillaryforPA', 'profile_image_url': 'http://pbs.twimg.com/profile_images/761584254522273792/DEvjhHR5_normal.jpg', 'followers_count': 6186, 'notifications': False, 'lang': 'en', 'entities': {'description': {'urls': []}, 'url': {'urls': [{'display_url': 'hillaryclinton.com/PA', 'expanded_url': 'http://www.hillaryclinton.com/PA', 'indices': [0, 23], 'url': 'https://t.co/8bEm3Nyrlu'}]}}, 'is_translation_enabled': False, 'default_profile': False, 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/3061615740/1470410835', 'protected': False, 'verified': False, 'location': 'Philadelphia, PA', 'profile_use_background_image': False, 'friends_count': 1925, 'time_zone': None, 'profile_background_color': '000000', 'id': 3061615740, 'url': 'https://t.co/8bEm3Nyrlu', 'following': False, 'default_profile_image': False, 'profile_background_tile': False, 'utc_offset': None, 'statuses_count': 2575, 'follow_request_sent': False, 'description': 'The official account for our PA team to elect @HillaryClinton. #ProudToBePA and text PA to 47246 to get involved!', 'created_at': 'Wed Mar 04 16:49:55 +0000 2015', 'name': 'Hillary for PA', 'profile_sidebar_border_color': '000000', 'profile_link_color': '0057B8', 'favourites_count': 503, 'id_str': '3061615740', 'geo_enabled': True, 'profile_sidebar_fill_color': '000000', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/761584254522273792/DEvjhHR5_normal.jpg', 'has_extended_profile': False}}, 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/753241872294776832/pu/img/_NcovsD8sH4xedV6.jpg', 'type': 'video', 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/753241872294776832/pu/img/_NcovsD8sH4xedV6.jpg'}]}",HillaryClinton
846,772947268500684804,Unions have had the backs of working families for decades. Now they need to know we have theirs. https://t.co/lqxCtdZuLM,False,,2016-09-05T23:59:24,,,,False,en,1445,3812,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2c7Xeqb', 'expanded_url': 'http://hrc.io/2c7Xeqb', 'indices': [97, 120], 'url': 'https://t.co/lqxCtdZuLM'}], 'hashtags': []}",,HillaryClinton
5101,714581499362803713,"""@PaulaDuvall2:  Cruz will say anything that is contrary to what you have to say. If you're for Motherhood, he'll be against it!""",False,,2016-03-28T22:34:40,,,,False,en,2810,10043,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '896400632', 'name': 'Paula DePlorable', 'id': 896400632, 'screen_name': 'PaulaDuvall2', 'indices': [1, 14]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
503,776509544558100480,"“I have this old-fashioned notion that if you’re running for president, you should say what you’re going to do.” https://t.co/IOJAboxXfh",False,,2016-09-15T19:54:36,HillaryClinton,7.76508975797928e+17,1339835893.0,False,en,694,1414,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2cIPdZv', 'expanded_url': 'http://hrc.io/2cIPdZv', 'indices': [113, 136], 'url': 'https://t.co/IOJAboxXfh'}], 'hashtags': []}",,HillaryClinton
4206,732716604027502592,"Do you think Crooked Hillary will finally close the deal? If she can't win Kentucky, she should drop out of race. System rigged!",False,,2016-05-17T23:37:06,,,,False,en,3726,12295,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
4562,726933701540610048,"""Something’s wrong when the median wealth for black families is just a tiny fraction of that for white families."" —Hillary",False,,2016-05-02T00:37:54,,,,False,en,838,2289,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
1549,762734011869499393,"Watch live as Hillary stops in St. Petersburg, Florida, for a campaign rally on the choice we face on the economy: https://t.co/09cW39nHXo",False,,2016-08-08T19:35:33,,,,False,en,574,2137,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2b3L3M0', 'expanded_url': 'http://hrc.io/2b3L3M0', 'indices': [115, 138], 'url': 'https://t.co/09cW39nHXo'}], 'hashtags': []}",,HillaryClinton
2897,750836746733154305,Newly discovered footage that could destroy Donald Trump’s campaign if everyone saw it: https://t.co/X9rJ0SCUXr,False,,2016-07-06T23:40:04,,,,False,en,1189,2576,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/29o1O1I', 'expanded_url': 'http://hrc.io/29o1O1I', 'indices': [88, 111], 'url': 'https://t.co/X9rJ0SCUXr'}], 'hashtags': []}",,HillaryClinton
4370,729857410446336000,"""@RedRising11: 🇺🇸I am a woman &amp; I JUST VOTED FOR @realDonaldTrump #NebraskaPrimary #Trump2016 #TrumpForPresident https://t.co/zgzwxQ92wZ""",False,,2016-05-10T02:15:41,,,,False,en,4970,15027,,,,,,,,,,,,http://twitter.com/download/android,False,"{'media': [{'display_url': 'pic.twitter.com/zgzwxQ92wZ', 'sizes': {'medium': {'h': 613, 'resize': 'fit', 'w': 460}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 613, 'resize': 'fit', 'w': 460}, 'small': {'h': 453, 'resize': 'fit', 'w': 340}}, 'expanded_url': 'http://twitter.com/RedRising11/status/729712239167610880/photo/1', 'indices': [117, 140], 'id': 729712225720647681, 'url': 'https://t.co/zgzwxQ92wZ', 'source_status_id_str': '729712239167610880', 'source_user_id_str': '3540252020', 'source_status_id': 729712239167610880, 'id_str': '729712225720647681', 'source_user_id': 3540252020, 'media_url_https': 'https://pbs.twimg.com/media/CiB1ZzJWwAEZY-b.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CiB1ZzJWwAEZY-b.jpg'}], 'user_mentions': [{'id_str': '3540252020', 'name': '❤️ Joy Reborn ❤️', 'id': 3540252020, 'screen_name': 'RedRising11', 'indices': [1, 13]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [53, 69]}], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'NebraskaPrimary', 'indices': [70, 86]}, {'text': 'Trump2016', 'indices': [87, 97]}, {'text': 'TrumpForPresident', 'indices': [98, 116]}]}","{'media': [{'display_url': 'pic.twitter.com/zgzwxQ92wZ', 'sizes': {'medium': {'h': 613, 'resize': 'fit', 'w': 460}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 613, 'resize': 'fit', 'w': 460}, 'small': {'h': 453, 'resize': 'fit', 'w': 340}}, 'expanded_url': 'http://twitter.com/RedRising11/status/729712239167610880/photo/1', 'indices': [117, 140], 'id': 729712225720647681, 'url': 'https://t.co/zgzwxQ92wZ', 'source_status_id_str': '729712239167610880', 'source_user_id_str': '3540252020', 'source_status_id': 729712239167610880, 'id_str': '729712225720647681', 'source_user_id': 3540252020, 'media_url_https': 'https://pbs.twimg.com/media/CiB1ZzJWwAEZY-b.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CiB1ZzJWwAEZY-b.jpg'}, {'display_url': 'pic.twitter.com/zgzwxQ92wZ', 'sizes': {'medium': {'h': 777, 'resize': 'fit', 'w': 600}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 1326, 'resize': 'fit', 'w': 1024}, 'small': {'h': 440, 'resize': 'fit', 'w': 340}}, 'expanded_url': 'http://twitter.com/RedRising11/status/729712239167610880/photo/1', 'indices': [117, 140], 'id': 729712225779384320, 'url': 'https://t.co/zgzwxQ92wZ', 'source_status_id_str': '729712239167610880', 'source_user_id_str': '3540252020', 'source_status_id': 729712239167610880, 'id_str': '729712225779384320', 'source_user_id': 3540252020, 'media_url_https': 'https://pbs.twimg.com/media/CiB1ZzXXAAACMs2.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CiB1ZzXXAAACMs2.jpg'}]}",realDonaldTrump
4281,731271572191842304,"Donald Trump wants to spend $3 trillion (yes, with a T) on tax cuts for people like him. https://t.co/UjYpjnCK8W https://t.co/Kn5Adb8w3X",False,,2016-05-13T23:55:03,,,,False,en,2264,2839,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/Kn5Adb8w3X', 'expanded_url': 'http://twitter.com/HillaryClinton/status/731271572191842304/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'medium': {'h': 300, 'resize': 'fit', 'w': 600}, 'small': {'h': 170, 'resize': 'fit', 'w': 340}}, 'id_str': '731271500838387712', 'indices': [113, 136], 'id': 731271500838387712, 'url': 'https://t.co/Kn5Adb8w3X', 'media_url_https': 'https://pbs.twimg.com/media/CiX_jjnWwAAR0L5.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CiX_jjnWwAAR0L5.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/1sknin1', 'expanded_url': 'http://hrc.io/1sknin1', 'indices': [89, 112], 'url': 'https://t.co/UjYpjnCK8W'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/Kn5Adb8w3X', 'expanded_url': 'http://twitter.com/HillaryClinton/status/731271572191842304/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'large': {'h': 512, 'resize': 'fit', 'w': 1024}, 'medium': {'h': 300, 'resize': 'fit', 'w': 600}, 'small': {'h': 170, 'resize': 'fit', 'w': 340}}, 'id_str': '731271500838387712', 'indices': [113, 136], 'id': 731271500838387712, 'url': 'https://t.co/Kn5Adb8w3X', 'media_url_https': 'https://pbs.twimg.com/media/CiX_jjnWwAAR0L5.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CiX_jjnWwAAR0L5.jpg'}]}",HillaryClinton
1226,767149890464018433,"""@EyeCandyTMGayle: @realDonaldTrump please oh please take the CHARLOTTE NC speech ACROSS the swing states .... sooo powerful""  Good!",False,,2016-08-21T00:02:41,,,,False,en,5479,19186,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '4408612355', 'name': 'DEPLORABLEWVGAL', 'id': 4408612355, 'screen_name': 'EyeCandyTMGayle', 'indices': [1, 17]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [19, 35]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
1650,761296469991256066,Anyone who you can provoke with a tweet should not be anywhere near nuclear weapons: https://t.co/NLP0SRnuYt,False,,2016-08-04T20:23:17,,,,False,en,1709,4688,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2aUiYHh', 'expanded_url': 'http://hrc.io/2aUiYHh', 'indices': [85, 108], 'url': 'https://t.co/NLP0SRnuYt'}], 'hashtags': []}",,HillaryClinton
4598,726146494542282752,An entire deck of woman cards? Deal us in. https://t.co/W5AHQO70Br,False,,2016-04-29T20:29:50,,,,False,en,771,1852,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/1SUOgNm', 'expanded_url': 'http://hrc.io/1SUOgNm', 'indices': [43, 66], 'url': 'https://t.co/W5AHQO70Br'}], 'hashtags': []}",,HillaryClinton
